start,end,keyDownNormal,keyDownDel,keyDownCtrl,keyDownNav,mouseDown,fixationSource,fixationTarget,state
1402483150515,1402483151015,0,0,0,0,0,0,1,H3
1402483151015,1402483151515,0,1,0,0,0,0,1,H8
1402483151515,1402483152015,0,0,0,0,0,0,1,H3
1402483152015,1402483152515,0,0,0,0,0,0,2,H3
1402483152515,1402483153015,0,0,0,0,0,0,1,H3
1402483153015,1402483153515,0,0,0,0,0,1,2,H1
1402483153515,1402483154015,0,0,0,0,1,2,0,H1
1402483154015,1402483154515,0,0,0,0,0,0,0,H9
1402483154515,1402483155015,0,0,0,0,0,2,0,H1
1402483155015,1402483155515,0,0,0,0,0,1,0,H1
1402483155515,1402483156015,0,0,0,0,0,1,1,H1
1402483156015,1402483156515,0,0,0,0,0,0,0,H9
1402483156515,1402483157015,0,0,0,0,0,0,0,H9
1402483157015,1402483157515,0,0,0,0,1,0,1,H6
1402483157515,1402483158015,1,0,0,0,0,0,0,H3
1402483158015,1402483158515,2,0,0,0,0,0,0,H3
1402483158515,1402483159015,0,0,0,0,0,0,1,H3
1402483159015,1402483159515,0,0,0,0,0,0,1,H3
1402483159515,1402483160015,0,0,0,0,0,0,0,H9
1402483160015,1402483160515,0,0,0,0,1,0,0,H6
1402483160515,1402483161015,0,0,0,0,0,0,1,H3
1402483161015,1402483161515,0,0,0,0,0,0,0,H9
1402483161515,1402483162015,0,0,0,0,0,0,1,H3
1402483162015,1402483162515,0,1,0,0,0,0,0,H8
1402483162515,1402483163015,0,0,0,0,0,0,0,H9
1402483163015,1402483163515,0,0,0,0,0,0,0,H9
1402483163515,1402483164015,0,0,0,0,1,0,1,H6
1402483164015,1402483164515,0,0,0,0,0,0,0,H9
1402483164515,1402483165015,0,0,0,0,0,0,1,H3
1402483165015,1402483165515,0,0,0,0,0,0,0,H9
1402483165515,1402483166015,1,0,0,0,0,0,0,H3
1402483166015,1402483166515,1,0,0,0,0,0,1,H3
1402483166515,1402483167015,0,0,0,0,0,0,1,H3
1402483167015,1402483167515,0,0,0,0,0,0,1,H3
1402483167515,1402483168015,0,0,0,0,0,0,1,H3
1402483168015,1402483168515,0,0,0,0,0,0,1,H3
1402483168515,1402483169015,0,0,0,0,0,1,0,H1
1402483169015,1402483169515,0,0,0,0,0,1,0,H1
1402483169515,1402483170015,0,0,0,0,0,0,1,H3
1402483170015,1402483170515,0,0,0,0,1,0,1,H6
1402483170515,1402483171015,1,0,0,0,0,0,0,H3
1402483171015,1402483171515,1,0,0,0,0,0,0,H3
1402483171515,1402483172015,0,0,0,0,0,0,0,H9
1402483172015,1402483172515,1,0,0,0,0,0,0,H3
1402483172515,1402483173015,0,0,0,0,0,0,2,H3
1402483173015,1402483173515,0,0,0,0,0,0,2,H3
1402483173515,1402483174015,0,0,0,0,0,1,1,H1
1402483174015,1402483174515,0,0,0,0,0,0,1,H3
1402483174515,1402483175015,1,0,0,0,1,0,0,H1
1402483175015,1402483175515,0,0,0,0,0,0,1,H3
1402483175515,1402483176015,2,0,0,0,0,0,0,H3
1402483176015,1402483176515,3,0,0,0,0,0,0,H3
1402483176515,1402483177015,1,0,0,0,0,0,0,H3
1402483177015,1402483177515,0,0,0,0,0,0,2,H3
1402483177515,1402483178015,2,0,0,0,0,0,0,H3
1402483178015,1402483178515,0,0,0,0,0,0,1,H3
1402483178515,1402483179015,2,0,0,0,0,0,0,H3
1402483179015,1402483179515,4,0,0,0,0,0,2,H3
1402483179515,1402483180015,0,0,0,0,0,0,1,H3
1402483180015,1402483180515,0,0,0,0,0,0,1,H3
1402483180515,1402483181015,0,0,0,0,0,0,3,H3
1402483181015,1402483181515,0,0,0,0,0,0,1,H3
1402483181515,1402483182015,0,0,0,0,0,0,2,H3
1402483182015,1402483182515,0,0,0,0,0,0,1,H3
1402483182515,1402483183015,0,0,0,0,1,0,1,H6
1402483183015,1402483183515,0,0,0,0,0,1,1,H1
1402483183515,1402483184015,0,0,0,0,0,2,0,H1
1402483184015,1402483184515,0,0,0,0,0,2,0,H1
1402483184515,1402483185015,0,0,0,0,0,2,0,H1
1402483185015,1402483185515,0,0,0,0,0,0,1,H3
1402483185515,1402483186015,0,0,0,0,0,0,3,H3
1402483186015,1402483186515,0,0,0,0,0,1,1,H1
1402483186515,1402483187015,0,0,0,0,0,2,0,H1
1402483187015,1402483187515,0,0,0,0,0,3,0,H1
1402483187515,1402483188015,0,0,0,0,0,2,0,H1
1402483188015,1402483188515,0,0,0,0,0,2,0,H1
1402483188515,1402483189015,0,0,0,0,0,3,0,H1
1402483189015,1402483189515,0,0,0,0,0,0,1,H3
1402483189515,1402483190015,0,0,0,0,0,0,1,H3
1402483190015,1402483190515,0,0,0,0,0,0,1,H3
1402483190515,1402483191015,0,0,0,0,0,0,0,H9
1402483191015,1402483191515,0,2,0,0,0,0,2,H8
1402483191515,1402483192015,0,0,0,0,0,0,2,H3
1402483192015,1402483192515,0,0,0,0,0,0,0,H9
1402483192515,1402483193015,0,0,0,0,1,0,2,H6
1402483193015,1402483193515,1,0,0,0,0,0,1,H3
1402483193515,1402483194015,0,0,0,0,0,0,1,H3
1402483194015,1402483194515,3,0,0,0,0,0,0,H3
1402483194515,1402483195015,2,0,0,0,0,0,0,H3
1402483195015,1402483195515,4,0,0,0,0,0,0,H3
1402483195515,1402483196015,3,0,0,0,0,0,0,H3
1402483196015,1402483196515,1,0,0,0,0,0,0,H3
1402483196515,1402483197015,0,0,0,0,0,0,1,H3
1402483197015,1402483197515,3,0,0,0,0,0,0,H3
1402483197515,1402483198015,3,0,0,0,0,0,0,H3
1402483198015,1402483198515,3,0,0,0,0,0,0,H3
1402483198515,1402483199015,3,0,0,0,0,0,0,H3
1402483199015,1402483199515,2,0,0,0,0,0,0,H3
1402483199515,1402483200015,2,0,0,0,0,0,0,H3
1402483200015,1402483200515,0,0,0,0,0,0,0,H9
1402483200515,1402483201015,4,0,0,0,0,0,0,H3
1402483201015,1402483201515,2,0,0,0,0,0,0,H3
1402483201515,1402483202015,2,0,0,0,0,0,0,H3
1402483202015,1402483202515,0,0,0,0,0,0,0,H9
1402483202515,1402483203015,2,0,0,0,0,0,0,H3
1402483203015,1402483203515,2,0,0,0,0,0,1,H3
1402483203515,1402483204015,0,0,0,0,0,0,1,H3
1402483204015,1402483204515,0,0,0,0,0,0,0,H9
1402483204515,1402483205015,0,0,0,0,0,0,2,H3
1402483205015,1402483205515,0,0,0,0,0,0,0,H9
1402483205515,1402483206015,0,0,0,0,1,0,1,H6
1402483206015,1402483206515,0,0,0,0,0,0,0,H9
1402483206515,1402483207015,0,0,0,0,0,0,1,H3
1402483207015,1402483207515,0,2,0,0,0,0,0,H8
1402483207515,1402483208015,0,0,0,0,0,0,1,H3
1402483208015,1402483208515,2,0,0,0,0,0,0,H3
1402483208515,1402483209015,1,0,0,0,0,0,1,H3
1402483209015,1402483209515,0,0,0,0,0,0,1,H3
1402483209515,1402483210015,0,0,0,0,0,0,2,H3
1402483210015,1402483210515,0,0,0,0,0,0,0,H9
1402483210515,1402483211015,0,0,0,0,0,0,1,H3
1402483211015,1402483211515,0,0,0,0,0,0,1,H3
1402483211515,1402483212015,0,0,0,0,0,0,1,H3
1402483212015,1402483212515,0,0,0,0,1,0,0,H6
1402483212515,1402483213015,0,0,0,0,0,0,0,H9
1402483213015,1402483213515,0,0,0,0,0,0,0,H9
1402483213515,1402483214015,0,0,0,0,0,0,1,H3
1402483214015,1402483214515,0,2,0,0,0,0,0,H8
1402483214515,1402483215015,0,0,0,0,0,0,1,H3
1402483215015,1402483215515,0,0,0,0,0,0,0,H9
1402483215515,1402483216015,0,0,0,0,1,0,1,H6
1402483216015,1402483216515,0,1,0,0,0,0,0,H8
1402483216515,1402483217015,0,0,0,0,0,0,1,H3
1402483217015,1402483217515,0,0,0,0,0,0,2,H3
1402483217515,1402483218015,0,0,0,0,0,0,1,H3
1402483218015,1402483218515,0,0,0,0,0,0,1,H3
1402483218515,1402483219015,0,0,0,0,1,0,1,H6
1402483219015,1402483219515,0,0,0,0,0,0,0,H9
1402483219515,1402483220015,0,1,0,0,0,0,2,H8
1402483220015,1402483220515,0,0,0,0,0,0,3,H3
1402483220515,1402483221015,0,0,0,0,0,0,1,H3
1402483221015,1402483221515,0,0,0,0,0,0,2,H3
1402483221515,1402483222015,0,0,0,0,0,0,2,H3
1402483222015,1402483222515,0,0,0,0,0,0,1,H3
1402483222515,1402483223015,0,0,0,0,1,0,1,H6
1402483223015,1402483223515,0,1,0,0,0,0,0,H8
1402483223515,1402483224015,0,0,0,0,0,0,0,H9
1402483224015,1402483224515,0,1,0,0,0,0,1,H8
1402483224515,1402483225015,0,0,0,0,0,0,0,H9
1402483225015,1402483225515,0,0,0,0,0,0,3,H3
1402483225515,1402483226015,0,0,0,0,0,0,3,H3
1402483226015,1402483226515,0,0,0,0,0,0,2,H3
1402483226515,1402483227015,0,0,0,0,0,2,0,H1
1402483227015,1402483227515,0,0,0,0,0,2,0,H1
1402483227515,1402483228015,0,0,0,0,0,1,1,H1
1402483228015,1402483228515,0,0,0,0,0,0,2,H3
1402483228515,1402483229015,0,0,0,0,0,0,1,H3
1402483229015,1402483229515,0,0,0,0,1,0,1,H6
1402483229515,1402483230015,0,0,0,0,0,0,1,H3
1402483230015,1402483230515,0,0,0,0,0,0,0,H9
1402483230515,1402483231015,0,0,0,0,0,0,1,H3
1402483231015,1402483231515,0,0,0,0,0,0,2,H3
1402483231515,1402483232015,0,0,0,0,0,0,1,H3
1402483232015,1402483232515,0,1,0,0,0,0,1,H8
1402483232515,1402483233015,0,0,0,0,0,0,2,H3
1402483233015,1402483233515,0,0,0,0,1,0,0,H6
1402483233515,1402483234015,1,0,0,0,0,0,1,H3
1402483234015,1402483234515,2,0,0,0,0,0,0,H3
1402483234515,1402483235015,2,0,0,0,0,0,0,H3
1402483235015,1402483235515,3,0,0,0,0,0,0,H3
1402483235515,1402483236015,2,0,0,0,0,0,0,H3
1402483236015,1402483236515,3,0,0,0,0,0,0,H3
1402483236515,1402483237015,0,0,0,0,0,0,2,H3
1402483237015,1402483237515,0,0,0,0,0,0,2,H3
1402483237515,1402483238015,0,0,0,0,0,0,0,H9
1402483238015,1402483238515,0,0,0,0,1,0,0,H6
1402483238515,1402483239015,0,0,0,0,0,0,1,H3
1402483239015,1402483239515,0,0,0,0,0,0,1,H3
1402483239515,1402483240015,0,2,0,0,0,0,0,H8
1402483240015,1402483240515,0,0,0,0,0,0,2,H3
1402483240515,1402483241015,0,0,0,0,1,0,2,H6
1402483241015,1402483241515,0,0,0,0,0,0,2,H3
1402483241515,1402483242015,0,0,0,0,0,0,1,H3
1402483242015,1402483242515,0,0,0,0,0,0,2,H3
1402483242515,1402483243015,0,0,0,0,0,0,2,H3
1402483243015,1402483243515,0,0,0,0,0,0,0,H9
1402483243515,1402483244015,2,0,0,0,0,0,0,H3
1402483244015,1402483244515,1,0,0,0,0,0,0,H3
1402483244515,1402483245015,3,0,0,0,0,0,0,H3
1402483245015,1402483245515,3,0,0,0,0,0,0,H3
1402483245515,1402483246015,2,0,0,0,0,0,0,H3
1402483246015,1402483246515,3,0,0,0,0,0,1,H3
1402483246515,1402483247015,1,0,0,0,0,0,0,H3
1402483247015,1402483247515,0,0,0,0,0,0,0,H9
1402483247515,1402483248015,1,0,0,0,0,0,0,H3
1402483248015,1402483248515,2,0,0,0,0,0,0,H3
1402483248515,1402483249015,3,0,0,0,0,0,0,H3
1402483249015,1402483249515,1,0,0,0,0,0,1,H3
1402483249515,1402483250015,0,0,0,0,0,0,2,H3
1402483250015,1402483250515,1,0,0,0,0,0,0,H3
1402483250515,1402483251015,0,0,0,0,0,0,0,H9
1402483251015,1402483251515,0,0,0,0,1,0,1,H6
1402483251515,1402483252015,0,0,0,0,0,2,0,H1
1402483252015,1402483252515,0,0,0,0,0,0,1,H3
1402483252515,1402483253015,0,1,0,0,0,0,1,H8
1402483253015,1402483253515,0,0,0,0,0,0,0,H9
1402483253515,1402483254015,0,0,0,0,1,0,0,H6
1402483254015,1402483254515,0,0,0,0,0,0,2,H3
1402483254515,1402483255015,0,0,0,0,0,0,0,H9
1402483255015,1402483255515,0,2,0,0,0,0,1,H8
1402483255515,1402483256015,0,1,0,0,0,0,0,H8
1402483256015,1402483256515,0,0,0,0,0,0,1,H3
1402483256515,1402483257015,0,0,0,0,1,0,1,H6
1402483257015,1402483257515,0,0,0,0,0,0,0,H9
1402483257515,1402483258015,0,0,0,0,0,2,1,H1
1402483258015,1402483258515,0,0,0,0,0,2,0,H1
1402483258515,1402483259015,0,0,0,0,0,1,1,H1
1402483259015,1402483259515,0,0,0,0,0,0,1,H3
1402483259515,1402483260015,0,0,0,0,0,0,2,H3
1402483260015,1402483260515,0,0,0,0,0,1,1,H1
1402483260515,1402483261015,0,0,0,0,0,0,1,H3
1402483261015,1402483261515,0,0,0,0,0,0,2,H3
1402483261515,1402483262015,0,0,0,0,0,0,2,H3
1402483262015,1402483262515,0,0,0,0,0,0,2,H3
1402483262515,1402483263015,0,0,0,0,1,0,0,H6
1402483263015,1402483263515,0,0,0,0,0,1,0,H1
1402483263515,1402483264015,0,0,0,0,0,2,1,H1
1402483264015,1402483264515,0,0,0,0,0,1,0,H1
1402483264515,1402483265015,0,0,0,0,0,0,0,H9
1402483265015,1402483265515,0,0,0,0,0,0,2,H3
1402483265515,1402483266015,0,0,0,0,0,0,2,H3
1402483266015,1402483266515,0,0,0,0,0,0,3,H3
1402483266515,1402483267015,0,0,0,0,0,0,1,H3
1402483267015,1402483267515,0,0,0,0,0,0,2,H3
1402483267515,1402483268015,0,0,0,0,0,0,1,H3
1402483268015,1402483268515,0,0,0,0,1,1,0,H1
1402483268515,1402483269015,0,0,0,0,0,2,0,H1
1402483269015,1402483269515,0,0,0,0,0,0,1,H3
1402483269515,1402483270015,0,0,0,0,0,0,1,H3
1402483270015,1402483270515,1,0,0,0,0,0,0,H3
1402483270515,1402483271015,2,0,0,0,0,0,0,H3
1402483271015,1402483271515,2,0,0,0,0,0,0,H3
1402483271515,1402483272015,3,0,0,0,0,0,0,H3
1402483272015,1402483272515,1,0,0,0,0,0,0,H3
1402483272515,1402483273015,2,1,0,0,0,0,0,H8
1402483273015,1402483273515,3,0,0,0,0,0,0,H3
1402483273515,1402483274015,1,0,0,0,0,0,0,H3
1402483274015,1402483274515,1,0,0,0,0,0,0,H3
1402483274515,1402483275015,1,0,0,0,0,0,0,H3
1402483275015,1402483275515,1,0,0,0,0,0,0,H3
1402483275515,1402483276015,3,0,0,0,0,0,1,H3
1402483276015,1402483276515,0,0,0,0,0,0,2,H3
1402483276515,1402483277015,0,0,0,0,0,0,1,H3
1402483277015,1402483277515,0,0,0,0,0,1,1,H1
1402483277515,1402483278015,0,0,0,0,0,2,0,H1
1402483278015,1402483278515,0,0,0,0,0,1,0,H1
1402483278515,1402483279015,0,0,0,0,0,1,0,H1
1402483279015,1402483279515,0,0,0,0,0,1,0,H1
1402483279515,1402483280015,0,0,0,0,0,0,2,H3
1402483280015,1402483280515,0,0,0,0,0,0,2,H3
1402483280515,1402483281015,0,0,0,0,0,0,1,H3
1402483281015,1402483281515,0,0,0,0,1,0,0,H6
1402483281515,1402483282015,0,0,0,0,0,0,1,H3
1402483282015,1402483282515,0,0,0,0,0,0,0,H9
1402483282515,1402483283015,2,0,0,0,0,0,1,H3
1402483283015,1402483283515,0,0,0,0,0,0,1,H3
1402483283515,1402483284015,0,0,0,0,0,0,1,H3
1402483284015,1402483284515,0,0,0,0,0,0,0,H9
1402483284515,1402483285015,0,0,0,0,1,0,0,H6
1402483285015,1402483285515,0,0,0,0,0,0,1,H3
1402483285515,1402483286015,1,0,0,0,0,0,0,H3
1402483286015,1402483286515,0,0,0,0,0,0,0,H9
1402483286515,1402483287015,1,1,0,0,0,0,0,H8
1402483287015,1402483287515,0,0,0,0,0,0,1,H3
1402483287515,1402483288015,1,1,0,0,0,0,0,H8
1402483288015,1402483288515,1,0,0,0,0,0,0,H3
1402483288515,1402483289015,0,0,0,0,0,0,2,H3
1402483289015,1402483289515,0,0,0,0,0,0,2,H3
1402483289515,1402483290015,0,0,0,0,1,0,1,H6
1402483290015,1402483290515,0,0,0,0,0,0,3,H3
1402483290515,1402483291015,0,0,0,0,0,0,2,H3
1402483291015,1402483291515,0,0,0,0,0,1,1,H1
1402483291515,1402483292015,0,0,0,0,0,3,0,H1
1402483292015,1402483292515,0,0,0,0,0,0,1,H3
1402483292515,1402483293015,0,0,0,0,0,0,3,H3
1402483293015,1402483293515,0,0,0,0,0,0,3,H3
1402483293515,1402483294015,0,0,0,0,0,0,1,H3
1402483294015,1402483294515,0,0,0,0,0,0,2,H3
1402483294515,1402483295015,0,0,0,0,0,0,2,H3
1402483295015,1402483295515,0,0,0,0,0,0,1,H3
1402483295515,1402483296015,0,0,0,0,0,0,0,H9
1402483296015,1402483296515,0,0,0,0,0,0,1,H3
1402483296515,1402483297015,0,1,0,0,0,0,0,H8
1402483297015,1402483297515,0,0,0,0,0,0,2,H3
1402483297515,1402483298015,0,0,0,0,0,0,1,H3
1402483298015,1402483298515,0,0,0,0,1,0,1,H6
1402483298515,1402483299015,1,0,0,0,0,0,0,H3
1402483299015,1402483299515,0,0,0,0,0,0,1,H3
1402483299515,1402483300015,1,0,0,0,0,0,0,H3
1402483300015,1402483300515,1,0,0,0,0,3,0,H1
1402483300515,1402483301015,0,0,0,0,0,2,0,H1
1402483301015,1402483301515,0,0,0,0,0,1,0,H1
1402483301515,1402483302015,0,0,0,0,0,3,0,H1
1402483302015,1402483302515,0,0,0,0,0,2,0,H1
1402483302515,1402483303015,0,0,0,0,0,3,0,H1
1402483303015,1402483303515,0,0,0,0,0,2,0,H1
1402483303515,1402483304015,0,0,0,0,0,0,1,H3
1402483304015,1402483304515,0,0,0,0,0,0,1,H3
1402483304515,1402483305015,0,3,0,0,0,0,0,H8
1402483305015,1402483305515,0,0,0,0,0,0,1,H3
1402483305515,1402483306015,0,0,0,0,0,2,0,H1
1402483306015,1402483306515,0,0,0,0,0,0,1,H3
1402483306515,1402483307015,0,0,0,0,0,0,1,H3
1402483307015,1402483307515,0,0,0,0,1,0,0,H6
1402483307515,1402483308015,0,0,0,0,1,0,0,H6
1402483308015,1402483308515,0,0,0,0,1,0,0,H6
1402483308515,1402483309015,1,0,0,0,0,0,1,H3
1402483309015,1402483309515,2,0,0,0,0,0,0,H3
1402483309515,1402483310015,2,0,0,0,0,0,0,H3
1402483310015,1402483310515,3,0,0,0,0,0,0,H3
1402483310515,1402483311015,3,0,0,0,0,0,0,H3
1402483311015,1402483311515,1,0,0,0,0,2,0,H1
1402483311515,1402483312015,0,0,0,0,0,2,0,H1
1402483312015,1402483312515,0,0,0,0,0,1,0,H1
1402483312515,1402483313015,0,0,0,0,0,2,0,H1
1402483313015,1402483313515,1,0,0,0,0,0,0,H3
1402483313515,1402483314015,0,0,0,0,0,0,1,H3
1402483314015,1402483314515,0,0,0,0,0,0,2,H3
1402483314515,1402483315015,1,0,0,0,0,1,0,H1
1402483315015,1402483315515,0,0,0,0,0,1,0,H1
1402483315515,1402483316015,0,0,0,0,0,1,0,H1
1402483316015,1402483316515,0,2,0,0,0,0,0,H8
1402483316515,1402483317015,0,0,0,0,0,0,1,H3
1402483317015,1402483317515,1,0,0,0,0,0,0,H3
1402483317515,1402483318015,2,0,0,0,0,0,0,H3
1402483318015,1402483318515,2,0,0,0,0,0,0,H3
1402483318515,1402483319015,3,0,0,0,0,0,0,H3
1402483319015,1402483319515,3,0,0,0,0,0,0,H3
1402483319515,1402483320015,2,0,0,0,0,0,0,H3
1402483320015,1402483320515,2,0,0,0,0,0,0,H3
1402483320515,1402483321015,3,0,0,0,0,0,0,H3
1402483321015,1402483321515,2,0,0,0,0,0,0,H3
1402483321515,1402483322015,0,0,0,0,0,0,1,H3
1402483322015,1402483322515,0,1,0,0,0,0,2,H8
1402483322515,1402483323015,0,0,0,0,0,0,2,H3
1402483323015,1402483323515,0,0,0,0,0,0,2,H3
1402483323515,1402483324015,0,0,0,0,0,0,2,H3
1402483324015,1402483324515,0,0,0,0,0,0,1,H3
1402483324515,1402483325015,0,0,0,0,1,0,0,H6
1402483325015,1402483325515,0,0,0,0,0,0,0,H9
1402483325515,1402483326015,0,0,0,0,0,0,1,H3
1402483326015,1402483326515,0,1,0,0,0,0,1,H8
1402483326515,1402483327015,0,1,0,0,0,0,2,H8
1402483327015,1402483327515,0,0,0,0,0,0,0,H9
1402483327515,1402483328015,0,0,0,0,1,0,0,H6
1402483328015,1402483328515,0,0,0,0,1,0,0,H6
1402483328515,1402483329015,0,0,0,0,0,0,0,H9
1402483329015,1402483329515,0,1,0,0,0,0,1,H8
1402483329515,1402483330015,0,0,0,0,0,0,1,H3
1402483330015,1402483330515,0,0,0,0,0,0,2,H3
1402483330515,1402483331015,0,0,0,0,0,0,0,H9
1402483331015,1402483331515,0,0,0,0,0,0,1,H3
1402483331515,1402483332015,0,0,0,0,0,3,0,H1
1402483332015,1402483332515,0,0,0,0,0,1,0,H1
1402483332515,1402483333015,0,0,0,0,1,0,0,H6
1402483333015,1402483333515,0,0,0,0,0,0,1,H3
1402483333515,1402483334015,0,0,0,0,0,0,0,H9
1402483334015,1402483334515,0,0,0,0,0,0,1,H3
1402483334515,1402483335015,2,0,0,0,0,0,0,H3
1402483335015,1402483335515,4,0,0,0,0,0,0,H3
1402483335515,1402483336015,3,0,0,0,0,0,0,H3
1402483336015,1402483336515,2,0,0,0,0,0,0,H3
1402483336515,1402483337015,0,0,0,0,0,0,1,H3
1402483337015,1402483337515,0,0,0,0,0,0,0,H9
1402483337515,1402483338015,0,0,0,0,1,0,1,H6
1402483338015,1402483338515,0,0,0,0,0,0,1,H3
1402483338515,1402483339015,0,0,0,0,0,0,1,H3
1402483339015,1402483339515,2,0,0,0,0,0,0,H3
1402483339515,1402483340015,3,0,0,0,0,0,0,H3
1402483340015,1402483340515,3,0,0,0,0,0,0,H3
1402483340515,1402483341015,3,0,0,0,0,0,0,H3
1402483341015,1402483341515,2,0,0,0,0,0,0,H3
1402483341515,1402483342015,0,0,0,0,0,0,0,H9
1402483342015,1402483342515,0,0,0,0,1,0,0,H6
1402483342515,1402483343015,0,0,0,0,0,0,0,H9
1402483343015,1402483343515,0,0,0,0,0,1,1,H1
1402483343515,1402483344015,0,0,0,0,0,0,0,H9
1402483344015,1402483344515,0,0,0,0,0,0,0,H9
1402483344515,1402483345015,0,0,0,0,0,0,0,H9
1402483345015,1402483345515,0,0,0,0,0,2,0,H1
1402483345515,1402483346015,0,0,0,0,0,0,0,H9
1402483346015,1402483346515,0,0,0,0,0,3,0,H1
1402483346515,1402483347015,0,0,0,0,0,1,0,H1
1402483347015,1402483347515,0,0,0,0,0,0,1,H3
1402483347515,1402483348015,0,0,0,0,0,0,1,H3
1402483348015,1402483348515,0,0,0,0,0,0,2,H3
1402483348515,1402483349015,0,0,0,0,0,0,2,H3
1402483349015,1402483349515,0,0,0,0,0,0,2,H3
1402483349515,1402483350015,0,0,0,0,0,0,0,H9
1402483350015,1402483350515,0,0,0,0,1,0,0,H6
1402483350515,1402483351015,0,0,0,0,0,0,1,H3
1402483351015,1402483351515,2,0,0,0,0,0,0,H3
1402483351515,1402483352015,0,0,0,0,0,0,1,H3
1402483352015,1402483352515,0,0,0,0,0,0,0,H9
1402483352515,1402483353015,0,0,0,0,0,0,0,H9
1402483353015,1402483353515,0,0,0,0,1,0,1,H6
1402483353515,1402483354015,0,0,0,0,0,0,0,H9
1402483354015,1402483354515,0,0,0,0,0,0,0,H9
1402483354515,1402483355015,0,0,0,0,0,2,1,H1
1402483355015,1402483355515,0,0,0,0,0,2,0,H1
1402483355515,1402483356015,0,0,0,0,0,1,1,H1
1402483356015,1402483356515,0,0,0,0,1,0,1,H6
1402483356515,1402483357015,0,0,0,0,0,0,0,H9
1402483357015,1402483357515,0,0,0,0,0,0,1,H3
1402483357515,1402483358015,0,0,0,0,0,2,0,H1
1402483358015,1402483358515,0,0,0,0,0,2,0,H1
1402483358515,1402483359015,0,0,0,0,0,1,1,H1
1402483359015,1402483359515,0,0,0,0,0,0,0,H9
1402483359515,1402483360015,0,0,0,0,1,0,0,H6
1402483360015,1402483360515,0,0,0,0,0,0,0,H9
1402483360515,1402483361015,0,0,0,0,1,0,0,H6
