start,end,keyDownNormal,keyDownDel,keyDownCtrl,keyDownNav,state
1371378067403,1371378067903,0,0,0,0,H2
1371378067903,1371378068403,0,0,0,0,H2
1371378068403,1371378068903,0,0,0,0,H2
1371378068903,1371378069403,0,0,0,0,H2
1371378069403,1371378069903,0,0,0,0,H2
1371378069903,1371378070403,0,0,0,0,H2
1371378070403,1371378070903,0,0,0,0,H2
1371378070903,1371378071403,0,0,0,0,H2
1371378071403,1371378071903,0,0,0,0,H2
1371378071903,1371378072403,0,0,0,0,H2
1371378072403,1371378072903,0,0,0,0,H2
1371378072903,1371378073403,0,0,0,0,H2
1371378073403,1371378073903,0,0,0,0,H2
1371378073903,1371378074403,0,0,0,0,H2
1371378074403,1371378074903,0,0,0,0,H2
1371378074903,1371378075403,0,0,0,0,H2
1371378075403,1371378075903,0,0,0,0,H2
1371378075903,1371378076403,0,0,0,0,H2
1371378076403,1371378076903,1,0,0,0,H3
1371378076903,1371378077403,1,0,0,0,H3
1371378077403,1371378077903,4,0,0,0,H3
1371378077903,1371378078403,1,0,0,0,H3
1371378078403,1371378078903,0,0,0,0,H2
1371378078903,1371378079403,0,0,0,0,H2
1371378079403,1371378079903,0,0,0,0,H2
1371378079903,1371378080403,0,0,0,0,H2
1371378080403,1371378080903,0,0,0,0,H2
1371378080903,1371378081403,0,0,0,0,H2
1371378081403,1371378081903,0,0,0,0,H2
1371378081903,1371378082403,0,0,0,0,H2
1371378082403,1371378082903,0,0,0,0,H2
1371378082903,1371378083403,0,0,0,0,H2
1371378083403,1371378083903,0,0,0,1,H1
1371378083903,1371378084403,1,1,0,0,H4
1371378084403,1371378084903,0,0,0,0,H2
1371378084903,1371378085403,0,0,0,0,H2
1371378085403,1371378085903,0,0,0,0,H2
1371378085903,1371378086403,0,0,0,0,H2
1371378086403,1371378086903,0,0,0,0,H2
1371378086903,1371378087403,0,0,0,0,H2
1371378087403,1371378087903,0,0,0,0,H2
1371378087903,1371378088403,0,0,0,0,H2
1371378088403,1371378088903,0,0,0,0,H2
1371378088903,1371378089403,0,0,0,0,H2
1371378089403,1371378089903,0,0,0,0,H2
1371378089903,1371378090403,0,0,0,0,H2
1371378090403,1371378090903,0,0,0,0,H2
1371378090903,1371378091403,0,0,0,0,H2
1371378091403,1371378091903,0,0,0,0,H2
1371378091903,1371378092403,0,0,0,0,H2
1371378092403,1371378092903,0,0,0,0,H2
1371378092903,1371378093403,0,0,0,0,H2
1371378093403,1371378093903,0,0,0,0,H2
1371378093903,1371378094403,0,0,0,0,H2
1371378094403,1371378094903,0,0,0,0,H2
1371378094903,1371378095403,0,0,0,0,H2
1371378095403,1371378095903,0,0,0,0,H2
1371378095903,1371378096403,0,0,0,0,H2
1371378096403,1371378096903,0,0,0,0,H2
1371378096903,1371378097403,0,0,0,0,H2
1371378097403,1371378097903,0,0,0,0,H2
1371378097903,1371378098403,0,0,0,0,H2
1371378098403,1371378098903,0,0,0,0,H2
1371378098903,1371378099403,0,0,0,0,H2
1371378099403,1371378099903,0,0,0,0,H2
1371378099903,1371378100403,0,0,0,0,H2
1371378100403,1371378100903,0,0,0,0,H2
1371378100903,1371378101403,0,0,0,0,H2
1371378101403,1371378101903,0,0,0,0,H2
1371378101903,1371378102403,0,0,0,0,H2
1371378102403,1371378102903,0,0,0,0,H2
1371378102903,1371378103403,0,0,0,0,H2
1371378103403,1371378103903,0,0,0,0,H2
1371378103903,1371378104403,0,0,0,0,H2
1371378104403,1371378104903,0,0,0,0,H2
1371378104903,1371378105403,0,0,0,0,H2
1371378105403,1371378105903,0,0,0,0,H2
1371378105903,1371378106403,0,0,0,0,H2
1371378106403,1371378106903,0,0,0,0,H2
1371378106903,1371378107403,0,0,0,0,H2
1371378107403,1371378107903,0,0,0,0,H2
1371378107903,1371378108403,0,0,0,0,H2
1371378108403,1371378108903,0,0,0,0,H2
1371378108903,1371378109403,0,0,0,0,H2
1371378109403,1371378109903,0,0,0,0,H2
1371378109903,1371378110403,0,0,0,0,H2
1371378110403,1371378110903,0,0,0,0,H2
1371378110903,1371378111403,0,0,0,0,H2
1371378111403,1371378111903,0,0,0,0,H2
1371378111903,1371378112403,0,0,0,0,H2
1371378112403,1371378112903,0,0,0,0,H2
1371378112903,1371378113403,0,0,0,0,H2
1371378113403,1371378113903,0,0,0,0,H2
1371378113903,1371378114403,0,0,0,0,H2
1371378114403,1371378114903,0,0,0,0,H2
1371378114903,1371378115403,0,0,0,0,H2
1371378115403,1371378115903,0,0,0,0,H2
1371378115903,1371378116403,0,0,0,0,H2
1371378116403,1371378116903,0,0,0,0,H2
1371378116903,1371378117403,0,0,0,0,H2
1371378117403,1371378117903,0,0,0,0,H2
1371378117903,1371378118403,0,0,0,0,H2
1371378118403,1371378118903,0,0,0,0,H2
1371378118903,1371378119403,0,0,0,0,H2
1371378119403,1371378119903,0,0,0,0,H2
1371378119903,1371378120403,0,0,0,0,H2
1371378120403,1371378120903,0,0,0,0,H2
1371378120903,1371378121403,0,0,0,0,H2
1371378121403,1371378121903,0,0,0,0,H2
1371378121903,1371378122403,0,0,0,0,H2
1371378122403,1371378122903,0,0,0,0,H2
1371378122903,1371378123403,0,0,0,0,H2
1371378123403,1371378123903,0,0,0,0,H2
1371378123903,1371378124403,0,0,0,0,H2
1371378124403,1371378124903,0,0,0,0,H2
1371378124903,1371378125403,0,0,0,0,H2
1371378125403,1371378125903,0,0,0,0,H2
1371378125903,1371378126403,0,0,0,0,H2
1371378126403,1371378126903,0,0,0,0,H2
1371378126903,1371378127403,0,0,0,0,H2
1371378127403,1371378127903,0,0,0,0,H2
1371378127903,1371378128403,0,0,0,0,H2
1371378128403,1371378128903,0,0,0,0,H2
1371378128903,1371378129403,0,0,0,0,H2
1371378129403,1371378129903,0,0,0,0,H2
1371378129903,1371378130403,0,0,0,0,H2
1371378130403,1371378130903,0,0,0,0,H2
1371378130903,1371378131403,0,0,0,0,H2
1371378131403,1371378131903,0,0,0,0,H2
1371378131903,1371378132403,0,0,0,0,H2
1371378132403,1371378132903,0,0,0,0,H2
1371378132903,1371378133403,0,0,0,0,H2
1371378133403,1371378133903,0,0,0,0,H2
1371378133903,1371378134403,0,0,0,0,H2
1371378134403,1371378134903,0,0,0,0,H2
1371378134903,1371378135403,0,0,0,0,H2
1371378135403,1371378135903,0,0,0,0,H2
1371378135903,1371378136403,0,0,0,0,H2
1371378136403,1371378136903,0,0,0,0,H2
1371378136903,1371378137403,0,0,0,0,H2
1371378137403,1371378137903,0,0,0,0,H2
1371378137903,1371378138403,0,0,0,0,H2
1371378138403,1371378138903,0,0,0,0,H2
1371378138903,1371378139403,0,0,0,0,H2
1371378139403,1371378139903,0,0,0,0,H2
1371378139903,1371378140403,0,0,0,0,H2
1371378140403,1371378140903,0,0,0,0,H2
1371378140903,1371378141403,0,0,0,0,H2
1371378141403,1371378141903,0,0,0,0,H2
1371378141903,1371378142403,0,0,0,0,H2
1371378142403,1371378142903,0,0,0,0,H2
1371378142903,1371378143403,0,0,0,0,H2
1371378143403,1371378143903,0,0,0,0,H2
1371378143903,1371378144403,0,0,0,0,H2
1371378144403,1371378144903,0,0,0,0,H2
1371378144903,1371378145403,0,0,0,0,H2
1371378145403,1371378145903,0,0,0,0,H2
1371378145903,1371378146403,0,0,0,0,H2
1371378146403,1371378146903,0,0,0,0,H2
1371378146903,1371378147403,0,0,0,0,H2
1371378147403,1371378147903,0,0,0,0,H2
1371378147903,1371378148403,0,0,0,0,H2
1371378148403,1371378148903,0,0,0,0,H2
1371378148903,1371378149403,0,0,0,0,H2
1371378149403,1371378149903,0,0,0,0,H2
1371378149903,1371378150403,0,0,0,0,H2
1371378150403,1371378150903,0,0,0,0,H2
1371378150903,1371378151403,0,0,0,0,H2
1371378151403,1371378151903,0,0,0,0,H2
1371378151903,1371378152403,0,0,0,0,H2
1371378152403,1371378152903,0,0,0,0,H2
1371378152903,1371378153403,0,0,0,0,H2
1371378153403,1371378153903,0,0,0,0,H2
1371378153903,1371378154403,0,0,0,0,H2
1371378154403,1371378154903,0,0,0,0,H2
1371378154903,1371378155403,0,0,0,0,H2
1371378155403,1371378155903,0,0,0,0,H2
1371378155903,1371378156403,0,0,0,0,H2
1371378156403,1371378156903,0,0,0,0,H2
1371378156903,1371378157403,0,0,0,0,H2
1371378157403,1371378157903,0,0,0,0,H2
1371378157903,1371378158403,0,0,0,0,H2
1371378158403,1371378158903,0,0,0,0,H2
1371378158903,1371378159403,0,0,0,0,H2
1371378159403,1371378159903,0,0,0,0,H2
1371378159903,1371378160403,0,0,0,0,H2
1371378160403,1371378160903,0,0,0,0,H2
1371378160903,1371378161403,0,0,0,0,H2
1371378161403,1371378161903,0,0,0,0,H2
1371378161903,1371378162403,0,0,0,0,H2
1371378162403,1371378162903,0,0,0,0,H2
1371378162903,1371378163403,0,0,0,0,H2
1371378163403,1371378163903,0,0,0,0,H2
1371378163903,1371378164403,0,0,0,0,H2
1371378164403,1371378164903,0,0,0,0,H2
1371378164903,1371378165403,0,0,0,0,H2
1371378165403,1371378165903,0,0,0,0,H2
1371378165903,1371378166403,0,0,0,0,H2
1371378166403,1371378166903,0,0,0,0,H2
1371378166903,1371378167403,0,0,0,0,H2
1371378167403,1371378167903,0,0,0,0,H2
1371378167903,1371378168403,0,0,0,0,H2
1371378168403,1371378168903,0,0,0,0,H2
1371378168903,1371378169403,0,0,0,0,H2
1371378169403,1371378169903,0,0,0,0,H2
1371378169903,1371378170403,0,0,0,0,H2
1371378170403,1371378170903,0,0,0,0,H2
1371378170903,1371378171403,0,0,0,0,H2
1371378171403,1371378171903,0,0,0,0,H2
1371378171903,1371378172403,0,0,0,0,H2
1371378172403,1371378172903,0,0,0,0,H2
1371378172903,1371378173403,0,0,0,0,H2
1371378173403,1371378173903,0,0,0,0,H2
1371378173903,1371378174403,0,0,0,0,H2
1371378174403,1371378174903,0,0,0,0,H2
1371378174903,1371378175403,0,0,0,0,H2
1371378175403,1371378175903,0,0,0,0,H2
1371378175903,1371378176403,0,0,0,0,H2
1371378176403,1371378176903,0,0,0,0,H2
1371378176903,1371378177403,0,0,0,0,H2
1371378177403,1371378177903,0,0,0,0,H2
1371378177903,1371378178403,0,0,0,0,H2
1371378178403,1371378178903,0,0,0,0,H2
1371378178903,1371378179403,0,0,0,0,H2
1371378179403,1371378179903,0,0,0,0,H2
1371378179903,1371378180403,0,0,0,0,H2
1371378180403,1371378180903,0,0,0,0,H2
1371378180903,1371378181403,0,0,0,0,H2
1371378181403,1371378181903,0,0,0,0,H2
1371378181903,1371378182403,0,0,0,0,H2
1371378182403,1371378182903,0,0,0,0,H2
1371378182903,1371378183403,0,0,0,0,H2
1371378183403,1371378183903,0,0,0,0,H2
1371378183903,1371378184403,0,0,0,0,H2
1371378184403,1371378184903,0,0,0,0,H2
1371378184903,1371378185403,4,0,0,0,H3
1371378185403,1371378185903,2,0,0,0,H3
1371378185903,1371378186403,0,2,0,0,H4
1371378186403,1371378186903,0,4,0,0,H4
1371378186903,1371378187403,1,0,0,0,H3
1371378187403,1371378187903,1,0,0,0,H3
1371378187903,1371378188403,2,0,0,0,H3
1371378188403,1371378188903,1,1,0,0,H4
1371378188903,1371378189403,0,4,0,0,H4
1371378189403,1371378189903,1,0,0,0,H3
1371378189903,1371378190403,3,0,0,0,H3
1371378190403,1371378190903,3,0,0,0,H3
1371378190903,1371378191403,3,0,0,0,H3
1371378191403,1371378191903,4,0,0,0,H3
1371378191903,1371378192403,3,0,0,0,H3
1371378192403,1371378192903,2,0,0,0,H3
1371378192903,1371378193403,1,0,0,0,H3
1371378193403,1371378193903,0,0,0,0,H2
1371378193903,1371378194403,0,0,0,0,H2
1371378194403,1371378194903,0,0,0,0,H2
1371378194903,1371378195403,0,0,0,0,H2
1371378195403,1371378195903,0,0,0,0,H2
1371378195903,1371378196403,0,0,0,0,H2
1371378196403,1371378196903,0,0,0,0,H2
1371378196903,1371378197403,0,0,0,0,H2
1371378197403,1371378197903,0,0,0,0,H2
1371378197903,1371378198403,0,0,0,0,H2
1371378198403,1371378198903,0,0,0,0,H2
1371378198903,1371378199403,0,0,0,0,H2
1371378199403,1371378199903,0,0,0,0,H2
1371378199903,1371378200403,0,0,0,0,H2
1371378200403,1371378200903,0,0,0,0,H2
1371378200903,1371378201403,0,1,0,0,H4
1371378201403,1371378201903,3,0,0,0,H3
1371378201903,1371378202403,1,0,0,0,H3
1371378202403,1371378202903,0,0,0,0,H2
1371378202903,1371378203403,0,0,0,0,H2
1371378203403,1371378203903,0,0,0,0,H2
1371378203903,1371378204403,0,0,0,0,H2
1371378204403,1371378204903,0,0,0,0,H2
1371378204903,1371378205403,0,0,0,0,H2
1371378205403,1371378205903,0,0,0,0,H2
1371378205903,1371378206403,0,0,0,0,H2
1371378206403,1371378206903,0,0,0,0,H2
1371378206903,1371378207403,0,0,0,0,H2
1371378207403,1371378207903,0,0,0,0,H2
1371378207903,1371378208403,0,0,0,0,H2
1371378208403,1371378208903,0,0,0,0,H2
1371378208903,1371378209403,0,0,0,0,H2
1371378209403,1371378209903,0,0,0,0,H2
1371378209903,1371378210403,0,0,0,0,H2
1371378210403,1371378210903,0,0,0,0,H2
1371378210903,1371378211403,0,0,0,0,H2
1371378211403,1371378211903,0,0,0,0,H2
1371378211903,1371378212403,2,0,0,0,H3
1371378212403,1371378212903,4,0,0,0,H3
1371378212903,1371378213403,0,0,0,0,H2
1371378213403,1371378213903,0,0,0,0,H2
1371378213903,1371378214403,0,0,0,0,H2
1371378214403,1371378214903,0,0,0,0,H2
1371378214903,1371378215403,0,0,0,0,H2
1371378215403,1371378215903,0,0,0,0,H2
1371378215903,1371378216403,0,0,0,0,H2
1371378216403,1371378216903,0,0,0,1,H1
1371378216903,1371378217403,2,0,0,0,H3
1371378217403,1371378217903,1,0,0,0,H3
1371378217903,1371378218403,0,0,0,0,H2
1371378218403,1371378218903,0,2,0,0,H4
1371378218903,1371378219403,1,0,0,0,H3
1371378219403,1371378219903,3,0,0,0,H3
1371378219903,1371378220403,3,0,0,0,H3
1371378220403,1371378220903,3,0,0,0,H3
1371378220903,1371378221403,3,0,0,0,H3
1371378221403,1371378221903,2,0,0,0,H3
1371378221903,1371378222403,3,0,0,0,H3
1371378222403,1371378222903,0,2,0,0,H4
1371378222903,1371378223403,0,2,0,0,H4
1371378223403,1371378223903,0,0,0,0,H2
1371378223903,1371378224403,0,0,0,0,H2
1371378224403,1371378224903,0,0,0,0,H2
1371378224903,1371378225403,0,0,0,0,H2
1371378225403,1371378225903,0,0,0,0,H2
1371378225903,1371378226403,0,0,0,0,H2
1371378226403,1371378226903,0,0,0,0,H2
1371378226903,1371378227403,0,0,0,0,H2
1371378227403,1371378227903,0,1,0,0,H4
1371378227903,1371378228403,0,1,0,0,H4
1371378228403,1371378228903,0,0,0,0,H2
1371378228903,1371378229403,0,0,0,0,H2
1371378229403,1371378229903,0,0,0,0,H2
1371378229903,1371378230403,0,0,0,0,H2
1371378230403,1371378230903,0,0,0,0,H2
1371378230903,1371378231403,0,0,0,0,H2
1371378231403,1371378231903,0,0,0,0,H2
1371378231903,1371378232403,0,0,0,0,H2
1371378232403,1371378232903,0,0,0,0,H2
1371378232903,1371378233403,0,0,0,0,H2
1371378233403,1371378233903,0,0,0,0,H2
1371378233903,1371378234403,0,0,0,0,H2
1371378234403,1371378234903,0,0,0,0,H2
1371378234903,1371378235403,0,0,0,0,H2
1371378235403,1371378235903,0,0,0,0,H2
1371378235903,1371378236403,0,0,0,0,H2
1371378236403,1371378236903,0,0,0,0,H2
1371378236903,1371378237403,0,0,0,0,H2
1371378237403,1371378237903,0,0,0,0,H2
1371378237903,1371378238403,0,0,0,0,H2
1371378238403,1371378238903,1,0,0,0,H3
1371378238903,1371378239403,0,1,0,0,H4
1371378239403,1371378239903,0,1,0,0,H4
1371378239903,1371378240403,2,0,0,0,H3
1371378240403,1371378240903,1,0,0,0,H3
1371378240903,1371378241403,1,0,0,0,H3
1371378241403,1371378241903,2,0,0,0,H3
1371378241903,1371378242403,0,0,0,0,H2
1371378242403,1371378242903,0,0,0,0,H2
1371378242903,1371378243403,0,0,0,0,H2
1371378243403,1371378243903,0,0,0,0,H2
1371378243903,1371378244403,0,0,0,0,H2
1371378244403,1371378244903,0,0,0,0,H2
1371378244903,1371378245403,0,0,0,0,H2
1371378245403,1371378245903,0,0,0,0,H2
1371378245903,1371378246403,0,0,0,0,H2
1371378246403,1371378246903,0,0,0,0,H2
1371378246903,1371378247403,0,0,0,0,H2
1371378247403,1371378247903,0,1,0,0,H4
1371378247903,1371378248403,0,0,0,0,H2
1371378248403,1371378248903,0,0,0,0,H2
1371378248903,1371378249403,0,0,0,0,H2
1371378249403,1371378249903,0,0,0,0,H2
1371378249903,1371378250403,0,0,0,0,H2
1371378250403,1371378250903,0,0,0,0,H2
1371378250903,1371378251403,0,0,0,0,H2
1371378251403,1371378251903,0,0,0,0,H2
1371378251903,1371378252403,0,0,0,0,H2
1371378252403,1371378252903,0,0,0,0,H2
1371378252903,1371378253403,0,0,0,0,H2
1371378253403,1371378253903,0,0,0,0,H2
1371378253903,1371378254403,0,0,0,0,H2
1371378254403,1371378254903,0,0,0,0,H2
1371378254903,1371378255403,0,0,0,0,H2
1371378255403,1371378255903,0,0,0,0,H2
1371378255903,1371378256403,0,0,0,0,H2
1371378256403,1371378256903,0,0,0,0,H2
1371378256903,1371378257403,0,0,0,0,H2
1371378257403,1371378257903,0,0,0,0,H2
1371378257903,1371378258403,0,0,0,0,H2
1371378258403,1371378258903,0,0,0,0,H2
1371378258903,1371378259403,0,0,0,0,H2
1371378259403,1371378259903,0,0,0,0,H2
1371378259903,1371378260403,0,0,0,0,H2
1371378260403,1371378260903,0,0,0,0,H2
1371378260903,1371378261403,0,0,0,0,H2
1371378261403,1371378261903,4,0,0,0,H3
1371378261903,1371378262403,4,0,0,0,H3
1371378262403,1371378262903,3,0,0,0,H3
1371378262903,1371378263403,1,0,0,0,H3
1371378263403,1371378263903,2,0,0,0,H3
1371378263903,1371378264403,0,3,0,0,H4
1371378264403,1371378264903,0,0,0,0,H2
1371378264903,1371378265403,0,1,0,0,H4
1371378265403,1371378265903,0,0,0,0,H2
1371378265903,1371378266403,0,0,0,0,H2
1371378266403,1371378266903,0,0,0,0,H2
1371378266903,1371378267403,0,0,0,0,H2
1371378267403,1371378267903,0,0,0,0,H2
1371378267903,1371378268403,0,0,0,0,H2
1371378268403,1371378268903,0,0,0,0,H2
1371378268903,1371378269403,0,0,0,0,H2
1371378269403,1371378269903,0,0,0,0,H2
1371378269903,1371378270403,3,0,0,0,H3
1371378270403,1371378270903,0,0,0,0,H2
1371378270903,1371378271403,1,0,0,0,H3
1371378271403,1371378271903,0,0,0,0,H2
1371378271903,1371378272403,0,0,0,0,H2
1371378272403,1371378272903,0,0,0,0,H2
1371378272903,1371378273403,0,0,0,0,H2
1371378273403,1371378273903,0,0,0,0,H2
1371378273903,1371378274403,0,0,0,0,H2
1371378274403,1371378274903,0,0,0,0,H2
1371378274903,1371378275403,0,0,0,0,H2
1371378275403,1371378275903,0,0,0,0,H2
1371378275903,1371378276403,0,0,0,0,H2
1371378276403,1371378276903,0,0,0,0,H2
1371378276903,1371378277403,0,0,0,0,H2
1371378277403,1371378277903,0,0,0,0,H2
1371378277903,1371378278403,0,0,0,0,H2
1371378278403,1371378278903,0,0,0,0,H2
1371378278903,1371378279403,0,0,0,0,H2
1371378279403,1371378279903,0,0,0,0,H2
1371378279903,1371378280403,0,0,0,1,H1
1371378280403,1371378280903,0,0,0,0,H2
1371378280903,1371378281403,0,0,0,0,H2
1371378281403,1371378281903,0,0,0,0,H2
1371378281903,1371378282403,1,0,0,0,H3
1371378282403,1371378282903,4,0,0,0,H3
1371378282903,1371378283403,4,0,0,0,H3
1371378283403,1371378283903,0,0,0,0,H2
1371378283903,1371378284403,0,0,0,0,H2
1371378284403,1371378284903,0,0,0,0,H2
1371378284903,1371378285403,0,0,0,0,H2
1371378285403,1371378285903,0,0,0,0,H2
1371378285903,1371378286403,0,0,0,0,H2
1371378286403,1371378286903,0,0,0,0,H2
1371378286903,1371378287403,0,0,0,0,H2
1371378287403,1371378287903,0,0,0,0,H2
1371378287903,1371378288403,0,0,0,0,H2
1371378288403,1371378288903,0,0,0,0,H2
1371378288903,1371378289403,0,0,0,0,H2
1371378289403,1371378289903,0,0,0,0,H2
1371378289903,1371378290403,0,0,0,0,H2
1371378290403,1371378290903,0,0,0,0,H2
1371378290903,1371378291403,0,0,0,0,H2
1371378291403,1371378291903,0,0,0,0,H2
1371378291903,1371378292403,0,0,0,0,H2
1371378292403,1371378292903,0,0,0,0,H2
1371378292903,1371378293403,0,0,0,0,H2
1371378293403,1371378293903,0,0,0,0,H2
1371378293903,1371378294403,0,0,0,0,H2
1371378294403,1371378294903,0,0,0,0,H2
1371378294903,1371378295403,0,0,0,0,H2
1371378295403,1371378295903,0,0,0,0,H2
1371378295903,1371378296403,1,0,0,0,H3
1371378296403,1371378296903,1,0,0,0,H3
1371378296903,1371378297403,3,0,0,0,H3
1371378297403,1371378297903,2,0,0,0,H3
1371378297903,1371378298403,0,2,0,0,H4
1371378298403,1371378298903,0,3,0,0,H4
1371378298903,1371378299403,0,2,0,0,H4
1371378299403,1371378299903,2,0,0,0,H3
1371378299903,1371378300403,3,0,0,0,H3
1371378300403,1371378300903,2,0,0,0,H3
1371378300903,1371378301403,0,0,0,0,H2
1371378301403,1371378301903,0,0,0,0,H2
1371378301903,1371378302403,0,0,0,0,H2
1371378302403,1371378302903,0,0,0,0,H2
1371378302903,1371378303403,0,0,0,0,H2
1371378303403,1371378303903,0,0,0,0,H2
1371378303903,1371378304403,0,1,0,0,H4
1371378304403,1371378304903,5,0,0,0,H3
1371378304903,1371378305403,0,0,0,0,H2
1371378305403,1371378305903,0,0,0,0,H2
1371378305903,1371378306403,0,0,0,0,H2
1371378306403,1371378306903,0,0,0,0,H2
1371378306903,1371378307403,0,0,0,0,H2
1371378307403,1371378307903,0,0,0,0,H2
1371378307903,1371378308403,0,0,0,0,H2
1371378308403,1371378308903,0,0,0,0,H2
1371378308903,1371378309403,0,0,0,0,H2
1371378309403,1371378309903,0,0,0,0,H2
1371378309903,1371378310403,0,0,0,0,H2
1371378310403,1371378310903,0,0,0,0,H2
1371378310903,1371378311403,0,0,0,0,H2
1371378311403,1371378311903,0,0,0,0,H2
1371378311903,1371378312403,0,0,0,0,H2
1371378312403,1371378312903,0,0,0,0,H2
1371378312903,1371378313403,0,0,0,0,H2
1371378313403,1371378313903,0,0,0,0,H2
1371378313903,1371378314403,0,0,0,0,H2
1371378314403,1371378314903,0,0,0,0,H2
1371378314903,1371378315403,0,0,0,0,H2
1371378315403,1371378315903,0,0,0,0,H2
1371378315903,1371378316403,0,0,0,0,H2
1371378316403,1371378316903,0,0,0,0,H2
1371378316903,1371378317403,0,0,0,0,H2
1371378317403,1371378317903,0,0,0,0,H2
1371378317903,1371378318403,0,0,0,0,H2
1371378318403,1371378318903,0,0,0,0,H2
1371378318903,1371378319403,0,0,0,0,H2
1371378319403,1371378319903,0,0,0,0,H2
1371378319903,1371378320403,0,0,0,0,H2
1371378320403,1371378320903,0,0,0,0,H2
1371378320903,1371378321403,0,0,0,0,H2
1371378321403,1371378321903,0,0,0,0,H2
1371378321903,1371378322403,0,0,0,0,H2
1371378322403,1371378322903,0,0,0,0,H2
1371378322903,1371378323403,0,0,0,0,H2
1371378323403,1371378323903,0,0,0,0,H2
1371378323903,1371378324403,0,0,0,0,H2
1371378324403,1371378324903,0,0,0,0,H2
1371378324903,1371378325403,0,0,0,0,H2
1371378325403,1371378325903,0,0,0,0,H2
1371378325903,1371378326403,0,1,0,0,H4
1371378326403,1371378326903,0,0,0,0,H2
1371378326903,1371378327403,3,0,0,0,H3
1371378327403,1371378327903,3,0,0,0,H3
1371378327903,1371378328403,3,0,0,0,H3
1371378328403,1371378328903,4,0,0,0,H3
1371378328903,1371378329403,3,0,0,0,H3
1371378329403,1371378329903,4,0,0,0,H3
1371378329903,1371378330403,1,2,0,0,H4
1371378330403,1371378330903,0,4,0,0,H4
1371378330903,1371378331403,0,1,0,0,H4
1371378331403,1371378331903,2,0,0,0,H3
1371378331903,1371378332403,3,0,0,0,H3
1371378332403,1371378332903,5,0,0,0,H3
1371378332903,1371378333403,3,0,0,0,H3
1371378333403,1371378333903,0,0,0,0,H2
1371378333903,1371378334403,2,0,0,0,H3
1371378334403,1371378334903,3,0,0,0,H3
1371378334903,1371378335403,4,0,0,0,H3
1371378335403,1371378335903,2,0,0,0,H3
1371378335903,1371378336403,1,0,0,0,H3
1371378336403,1371378336903,0,0,0,0,H2
1371378336903,1371378337403,0,0,0,0,H2
1371378337403,1371378337903,0,0,0,0,H2
1371378337903,1371378338403,1,1,0,0,H4
1371378338403,1371378338903,1,1,0,0,H4
1371378338903,1371378339403,3,0,0,0,H3
1371378339403,1371378339903,1,0,0,0,H3
1371378339903,1371378340403,4,0,0,0,H3
1371378340403,1371378340903,1,0,0,0,H3
1371378340903,1371378341403,3,0,0,0,H3
1371378341403,1371378341903,2,0,0,0,H3
1371378341903,1371378342403,1,0,0,0,H3
1371378342403,1371378342903,4,0,0,0,H3
1371378342903,1371378343403,1,0,0,0,H3
1371378343403,1371378343903,0,2,0,0,H4
1371378343903,1371378344403,1,0,0,0,H3
1371378344403,1371378344903,2,0,0,0,H3
1371378344903,1371378345403,2,0,0,0,H3
1371378345403,1371378345903,0,1,0,0,H4
1371378345903,1371378346403,4,0,0,0,H3
1371378346403,1371378346903,4,0,0,0,H3
1371378346903,1371378347403,3,0,0,0,H3
1371378347403,1371378347903,0,3,0,0,H4
1371378347903,1371378348403,0,1,0,0,H4
1371378348403,1371378348903,1,0,0,0,H3
1371378348903,1371378349403,4,0,0,0,H3
1371378349403,1371378349903,0,0,0,0,H2
1371378349903,1371378350403,1,0,0,0,H3
1371378350403,1371378350903,3,0,0,0,H3
1371378350903,1371378351403,3,0,0,0,H3
1371378351403,1371378351903,2,0,0,0,H3
1371378351903,1371378352403,2,0,0,0,H3
1371378352403,1371378352903,3,0,0,0,H3
1371378352903,1371378353403,2,0,0,0,H3
1371378353403,1371378353903,0,0,0,0,H2
1371378353903,1371378354403,1,0,0,0,H3
1371378354403,1371378354903,3,0,0,0,H3
1371378354903,1371378355403,5,0,0,0,H3
1371378355403,1371378355903,0,0,0,0,H2
1371378355903,1371378356403,1,0,0,0,H3
1371378356403,1371378356903,2,0,0,0,H3
1371378356903,1371378357403,2,0,0,0,H3
1371378357403,1371378357903,3,0,0,0,H3
1371378357903,1371378358403,2,0,0,0,H3
1371378358403,1371378358903,2,0,0,0,H3
1371378358903,1371378359403,0,1,0,0,H4
1371378359403,1371378359903,2,0,0,0,H3
1371378359903,1371378360403,4,0,0,0,H3
1371378360403,1371378360903,3,0,0,0,H3
1371378360903,1371378361403,4,0,0,0,H3
1371378361403,1371378361903,3,0,0,0,H3
1371378361903,1371378362403,1,0,0,0,H3
1371378362403,1371378362903,2,0,0,0,H3
1371378362903,1371378363403,3,0,0,0,H3
1371378363403,1371378363903,1,1,0,0,H4
1371378363903,1371378364403,0,0,0,0,H2
1371378364403,1371378364903,0,0,0,0,H2
1371378364903,1371378365403,0,0,0,0,H2
1371378365403,1371378365903,0,0,0,0,H2
1371378365903,1371378366403,0,0,0,0,H2
1371378366403,1371378366903,0,0,0,0,H2
1371378366903,1371378367403,0,0,0,0,H2
1371378367403,1371378367903,0,0,0,0,H2
1371378367903,1371378368403,0,0,0,0,H2
1371378368403,1371378368903,0,0,0,0,H2
1371378368903,1371378369403,0,0,0,0,H2
1371378369403,1371378369903,0,0,0,0,H2
1371378369903,1371378370403,0,0,0,0,H2
1371378370403,1371378370903,0,0,0,0,H2
